Class,Word,Count,Probability
neg,budgets,5,1.48486477337e-05
neg,casanova,3,8.90918864019e-06
neg,rejuvenate,1,2.96972954673e-06
neg,publicist,4,1.18789181869e-05
neg,barzoon,1,2.96972954673e-06
neg,phrase,11,3.2667025014e-05
neg,icing,1,2.96972954673e-06
neg,cheering,3,8.90918864019e-06
neg,utilize,5,1.48486477337e-05
neg,surpassed,3,8.90918864019e-06
neg,sigourney,6,1.78183772804e-05
neg,benzali,2,5.93945909346e-06
neg,reject,7,2.07881068271e-05
neg,surpasses,1,2.96972954673e-06
neg,schultz,1,2.96972954673e-06
neg,maltin,2,5.93945909346e-06
neg,phillipie,1,2.96972954673e-06
neg,communicating,1,2.96972954673e-06
neg,winnebago,1,2.96972954673e-06
neg,grinder,1,2.96972954673e-06
neg,compulsory,1,2.96972954673e-06
neg,criticize,3,8.90918864019e-06
neg,excitment,1,2.96972954673e-06
neg,anytime,2,5.93945909346e-06
neg,sodomy,2,5.93945909346e-06
neg,daggers,1,2.96972954673e-06
neg,roommates,9,2.67275659206e-05
neg,chopsticks,1,2.96972954673e-06
neg,rationality,3,8.90918864019e-06
neg,zanetti,1,2.96972954673e-06
neg,remnants,3,8.90918864019e-06
neg,casablanca,6,1.78183772804e-05
neg,bruskotter,1,2.96972954673e-06
neg,lovebirds,1,2.96972954673e-06
neg,thermal,1,2.96972954673e-06
neg,clarinet,1,2.96972954673e-06
neg,picard,9,2.67275659206e-05
neg,absence,14,4.15762136542e-05
neg,systems,2,5.93945909346e-06
neg,heros,1,2.96972954673e-06
neg,friendliest,1,2.96972954673e-06
neg,cutie,1,2.96972954673e-06
neg,pleads,2,5.93945909346e-06
neg,curtis,15,4.4545943201e-05
neg,ceo,2,5.93945909346e-06
neg,dietl,2,5.93945909346e-06
neg,starbucks,1,2.96972954673e-06
neg,storywise,1,2.96972954673e-06
neg,ninja,7,2.07881068271e-05
neg,petter,1,2.96972954673e-06
neg,slighted,1,2.96972954673e-06
neg,bryan,3,8.90918864019e-06
neg,faire,1,2.96972954673e-06
neg,elder,1,2.96972954673e-06
neg,durden,1,2.96972954673e-06
neg,predators,1,2.96972954673e-06
neg,fairy,12,3.56367545608e-05
neg,lifestyles,1,2.96972954673e-06
neg,flashbacks,27,8.01826977617e-05
neg,restless,8,2.37578363738e-05
neg,jaws,15,4.4545943201e-05
neg,ballistics,1,2.96972954673e-06
neg,mcgruder,2,5.93945909346e-06
neg,jawa,1,2.96972954673e-06
neg,absurdity,9,2.67275659206e-05
neg,anarchy,1,2.96972954673e-06
neg,marcie,5,1.48486477337e-05
neg,wedlock,2,5.93945909346e-06
neg,marcia,4,1.18789181869e-05
neg,miss,58,0.00017224431371
neg,malcontents,1,2.96972954673e-06
neg,midsection,1,2.96972954673e-06
neg,jolly,4,1.18789181869e-05
neg,coincidences,10,2.96972954673e-05
neg,safety,16,4.75156727477e-05
neg,unfailingly,2,5.93945909346e-06
neg,earns,7,2.07881068271e-05
neg,housed,2,5.93945909346e-06
neg,favored,1,2.96972954673e-06
neg,houser,2,5.93945909346e-06
neg,houses,12,3.56367545608e-05
neg,johnnie,1,2.96972954673e-06
neg,hedaya,4,1.18789181869e-05
neg,brightest,3,8.90918864019e-06
neg,straightened,1,2.96972954673e-06
neg,hapless,20,5.93945909346e-05
neg,dishwasher,1,2.96972954673e-06
neg,unresolved,2,5.93945909346e-06
neg,american,187,0.000555339425239
neg,veloz,3,8.90918864019e-06
neg,matarazzo,2,5.93945909346e-06
neg,apocalypse,6,1.78183772804e-05
neg,drooling,4,1.18789181869e-05
neg,takers,1,2.96972954673e-06
neg,craps,1,2.96972954673e-06
neg,effortless,2,5.93945909346e-06
neg,intellectualism,1,2.96972954673e-06
neg,visions,14,4.15762136542e-05
neg,equating,1,2.96972954673e-06
neg,horse,36,0.000106910263682
neg,bakula,3,8.90918864019e-06
neg,blossom,7,2.07881068271e-05
neg,station,38,0.000112849722776
neg,seafaring,2,5.93945909346e-06
neg,refilmed,1,2.96972954673e-06
neg,hundred,36,0.000106910263682
neg,merciless,3,8.90918864019e-06
neg,overstaying,1,2.96972954673e-06
neg,trapped,29,8.61221568552e-05
neg,boredom,13,3.86064841075e-05
neg,rienfenstal,1,2.96972954673e-06
neg,assaulted,3,8.90918864019e-06
neg,grey,2,5.93945909346e-06
neg,greg,35,0.000103940534136
neg,toward,43,0.000127698370509
neg,comedically,1,2.96972954673e-06
neg,charlotte,9,2.67275659206e-05
neg,typecasted,1,2.96972954673e-06
neg,tearfully,2,5.93945909346e-06
neg,randomly,5,1.48486477337e-05
neg,blissful,2,5.93945909346e-06
neg,organs,3,8.90918864019e-06
neg,boorish,4,1.18789181869e-05
neg,adrift,1,2.96972954673e-06
neg,cherokee,2,5.93945909346e-06
neg,cave,18,5.34551318411e-05
neg,offscreen,3,8.90918864019e-06
neg,caliber,20,5.93945909346e-05
neg,hires,10,2.96972954673e-05
neg,wallpaperer,1,2.96972954673e-06
neg,hired,37,0.000109879993229
neg,aires,3,8.90918864019e-06
neg,comparisons,16,4.75156727477e-05
neg,unbeknownst,6,1.78183772804e-05
neg,hypotheitically,1,2.96972954673e-06
neg,raving,4,1.18789181869e-05
neg,sturdy,2,5.93945909346e-06
neg,mottled,1,2.96972954673e-06
neg,rockefeller,1,2.96972954673e-06
neg,ginty,4,1.18789181869e-05
neg,velocity,1,2.96972954673e-06
neg,mckenney,1,2.96972954673e-06
neg,physics,6,1.78183772804e-05
neg,takashi,1,2.96972954673e-06
neg,stalked,18,5.34551318411e-05
neg,phenomenon,10,2.96972954673e-05
neg,netherworld,2,5.93945909346e-06
neg,ineffectuality,1,2.96972954673e-06
neg,stalker,8,2.37578363738e-05
neg,stores,6,1.78183772804e-05
neg,keital,1,2.96972954673e-06
neg,heavens,1,2.96972954673e-06
neg,distressing,1,2.96972954673e-06
neg,justice,19,5.64248613879e-05
neg,indiglo,1,2.96972954673e-06
neg,criticising,1,2.96972954673e-06
neg,retorts,1,2.96972954673e-06
neg,strut,2,5.93945909346e-06
neg,feels,95,0.000282124306939
neg,pretending,9,2.67275659206e-05
neg,competing,1,2.96972954673e-06
neg,boils,10,2.96972954673e-05
neg,imitating,4,1.18789181869e-05
neg,bidets,1,2.96972954673e-06
neg,adlib,1,2.96972954673e-06
neg,eldard,2,5.93945909346e-06
neg,boost,5,1.48486477337e-05
neg,retaliation,2,5.93945909346e-06
neg,stored,2,5.93945909346e-06
neg,hype,30,8.90918864019e-05
neg,forster,5,1.48486477337e-05
neg,howled,2,5.93945909346e-06
neg,patriotism,1,2.96972954673e-06
neg,locale,3,8.90918864019e-06
neg,culture,26,7.7212968215e-05
neg,howler,3,8.90918864019e-06
neg,portrait,10,2.96972954673e-05
neg,locals,9,2.67275659206e-05
neg,stu,10,2.96972954673e-05
neg,pictures,51,0.000151456206883
neg,pictured,1,2.96972954673e-06
neg,missing,57,0.000169274584164
neg,spray,5,1.48486477337e-05
neg,ranked,1,2.96972954673e-06
neg,fluently,2,5.93945909346e-06
neg,zipper,1,2.96972954673e-06
neg,abruptly,9,2.67275659206e-05
neg,league,43,0.000127698370509
neg,cashing,3,8.90918864019e-06
neg,chastising,1,2.96972954673e-06
neg,rehired,2,5.93945909346e-06
neg,forgotten,42,0.000124728640963
neg,vault,8,2.37578363738e-05
neg,experimental,6,1.78183772804e-05
neg,expendable,2,5.93945909346e-06
neg,celluloid,11,3.2667025014e-05
neg,threated,1,2.96972954673e-06
neg,threaten,5,1.48486477337e-05
neg,empty,44,0.000130668100056
neg,lived,26,7.7212968215e-05
neg,liven,5,1.48486477337e-05
neg,modelling,1,2.96972954673e-06
neg,lives,133,0.000394974029715
neg,confusions,1,2.96972954673e-06
neg,playthings,1,2.96972954673e-06
neg,pact,6,1.78183772804e-05
neg,intriguing,43,0.000127698370509
neg,ariyan,1,2.96972954673e-06
neg,unconvincingly,2,5.93945909346e-06
neg,wyatt,12,3.56367545608e-05
neg,pace,42,0.000124728640963
neg,kara,7,2.07881068271e-05
neg,accidently,2,5.93945909346e-06
neg,ought,8,2.37578363738e-05
neg,gmt,1,2.96972954673e-06
neg,hooters,2,5.93945909346e-06
neg,pack,8,2.37578363738e-05
neg,smacked,1,2.96972954673e-06
neg,pornos,1,2.96972954673e-06
neg,embroidered,1,2.96972954673e-06
neg,brauva,1,2.96972954673e-06
neg,merienbad,1,2.96972954673e-06
neg,grant,47,0.000139577288696
neg,makeshift,3,8.90918864019e-06
neg,vulnerable,6,1.78183772804e-05
neg,grand,28,8.31524273084e-05
neg,composition,2,5.93945909346e-06
neg,showcased,2,5.93945909346e-06
neg,addams,2,5.93945909346e-06
neg,fatty,2,5.93945909346e-06
neg,rhames,7,2.07881068271e-05
neg,lie,17,5.04854022944e-05
neg,banter,7,2.07881068271e-05
neg,blair,60,0.000178183772804
neg,youngsters,4,1.18789181869e-05
neg,vitriol,1,2.96972954673e-06
neg,gravesite,2,5.93945909346e-06
neg,obviously,128,0.000380125381981
neg,dalmations,1,2.96972954673e-06
neg,synopsis,36,0.000106910263682
neg,moby,1,2.96972954673e-06
neg,chainsaws,1,2.96972954673e-06
neg,raimi,4,1.18789181869e-05
neg,mobs,1,2.96972954673e-06
neg,exploits,7,2.07881068271e-05
neg,membrance,1,2.96972954673e-06
neg,transference,1,2.96972954673e-06
neg,technicians,4,1.18789181869e-05
neg,reviewed,11,3.2667025014e-05
neg,reviewer,8,2.37578363738e-05
neg,nikki,7,2.07881068271e-05
neg,sunhill,7,2.07881068271e-05
neg,jerod,2,5.93945909346e-06
neg,questioned,6,1.78183772804e-05
neg,luhrmann,2,5.93945909346e-06
neg,catchphrases,1,2.96972954673e-06
neg,showing,73,0.000216790256911
neg,outsmarts,1,2.96972954673e-06
neg,dearly,2,5.93945909346e-06
neg,parodizing,1,2.96972954673e-06
neg,punishments,1,2.96972954673e-06
neg,vests,1,2.96972954673e-06
neg,envisioned,3,8.90918864019e-06
neg,eet,1,2.96972954673e-06
neg,oncoming,2,5.93945909346e-06
neg,eel,1,2.96972954673e-06
neg,popular,90,0.000267275659206
neg,belabors,1,2.96972954673e-06
neg,sketch,16,4.75156727477e-05
neg,fraker,4,1.18789181869e-05
neg,lips,14,4.15762136542e-05
neg,economic,3,8.90918864019e-06
neg,callousness,1,2.96972954673e-06
neg,dilapidated,2,5.93945909346e-06
neg,spouting,12,3.56367545608e-05
neg,confounds,1,2.96972954673e-06
neg,simmer,2,5.93945909346e-06
neg,reon,1,2.96972954673e-06
neg,squirrel,1,2.96972954673e-06
neg,benefactor,3,8.90918864019e-06
neg,quota,2,5.93945909346e-06
neg,merrick,1,2.96972954673e-06
neg,viewpoints,3,8.90918864019e-06
neg,negatives,3,8.90918864019e-06
neg,arizonians,1,2.96972954673e-06
neg,smothered,1,2.96972954673e-06
neg,whazoo,1,2.96972954673e-06
neg,kaleidoscope,1,2.96972954673e-06
neg,silence,20,5.93945909346e-05
neg,diametrically,1,2.96972954673e-06
neg,maudit,1,2.96972954673e-06
neg,alison,4,1.18789181869e-05
neg,reworked,2,5.93945909346e-06
neg,unown,2,5.93945909346e-06
neg,infuriating,6,1.78183772804e-05
neg,placing,8,2.37578363738e-05
neg,visas,1,2.96972954673e-06
neg,withholding,1,2.96972954673e-06
neg,masturbation,4,1.18789181869e-05
neg,tragically,5,1.48486477337e-05
neg,injection,3,8.90918864019e-06
neg,drifters,1,2.96972954673e-06
neg,chomp,1,2.96972954673e-06
neg,similar,64,0.000190062690991
neg,ordered,3,8.90918864019e-06
neg,evocative,2,5.93945909346e-06
neg,sagemiller,8,2.37578363738e-05
neg,surmise,1,2.96972954673e-06
neg,ancestors,1,2.96972954673e-06
neg,amounts,23,6.83037795748e-05
neg,creeper,1,2.96972954673e-06
neg,fears,14,4.15762136542e-05
neg,application,1,2.96972954673e-06
neg,department,32,9.50313454954e-05
neg,manhattan,10,2.96972954673e-05
neg,eerily,4,1.18789181869e-05
neg,creeped,2,5.93945909346e-06
neg,smiles,7,2.07881068271e-05
neg,venerable,2,5.93945909346e-06
neg,smiley,2,5.93945909346e-06
neg,graphically,2,5.93945909346e-06
neg,smiled,4,1.18789181869e-05
neg,aesthetically,1,2.96972954673e-06
neg,complicating,1,2.96972954673e-06
neg,dvd,29,8.61221568552e-05
neg,orbit,5,1.48486477337e-05
neg,bribe,2,5.93945909346e-06
neg,everywhere,24,7.12735091215e-05
neg,underrated,12,3.56367545608e-05
neg,jurgen,1,2.96972954673e-06
neg,egomania,1,2.96972954673e-06
neg,compact,2,5.93945909346e-06
neg,barnett,1,2.96972954673e-06
neg,squaring,2,5.93945909346e-06
neg,friendly,22,6.53340500281e-05
neg,end,531,0.00157692638931
neg,wave,23,6.83037795748e-05
neg,felicity,1,2.96972954673e-06
neg,telling,62,0.000184123231897
neg,yourselves,4,1.18789181869e-05
neg,nausea,1,2.96972954673e-06
neg,meticulously,3,8.90918864019e-06
neg,positions,2,5.93945909346e-06
neg,compassionate,3,8.90918864019e-06
neg,michael,196,0.000582066991159
neg,watered,5,1.48486477337e-05
neg,ryan,86,0.000255396741019
neg,sprouse,3,8.90918864019e-06
neg,pepper,15,4.4545943201e-05
neg,jump,40,0.000118789181869
neg,sultans,1,2.96972954673e-06
neg,notwithstanding,1,2.96972954673e-06
neg,vampire,48,0.000142547018243
neg,conning,1,2.96972954673e-06
neg,kidnapper,4,1.18789181869e-05
neg,radicals,1,2.96972954673e-06
neg,brunet,1,2.96972954673e-06
neg,kidnapped,21,6.23643204813e-05
neg,convert,5,1.48486477337e-05
neg,gent,2,5.93945909346e-06
neg,stubbornness,1,2.96972954673e-06
neg,avaricious,1,2.96972954673e-06
neg,gene,31,9.20616159486e-05
neg,salvation,5,1.48486477337e-05
neg,gena,3,8.90918864019e-06
neg,foresee,2,5.93945909346e-06
neg,clark,18,5.34551318411e-05
neg,manage,49,0.00014551674779
neg,buildup,6,1.78183772804e-05
neg,kraftwerk,1,2.96972954673e-06
neg,handfuls,1,2.96972954673e-06
neg,matchsticks,1,2.96972954673e-06
neg,aalyah,3,8.90918864019e-06
neg,camera,168,0.000498914563851
neg,historically,3,8.90918864019e-06
neg,formally,2,5.93945909346e-06
neg,quicksand,1,2.96972954673e-06
neg,charming,38,0.000112849722776
neg,rivalry,4,1.18789181869e-05
neg,appointed,2,5.93945909346e-06
neg,meek,3,8.90918864019e-06
neg,lapse,3,8.90918864019e-06
neg,shelton,11,3.2667025014e-05
neg,antionio,1,2.96972954673e-06
neg,meet,107,0.0003177610615
neg,phantastic,1,2.96972954673e-06
neg,links,2,5.93945909346e-06
neg,pulling,19,5.64248613879e-05
neg,blaine,1,2.96972954673e-06
neg,sought,2,5.93945909346e-06
neg,devouring,1,2.96972954673e-06
neg,orson,9,2.67275659206e-05
neg,picturesque,2,5.93945909346e-06
neg,slumming,1,2.96972954673e-06
neg,mildred,1,2.96972954673e-06
neg,stockard,2,5.93945909346e-06
neg,sentiments,4,1.18789181869e-05
neg,mcnaughton,6,1.78183772804e-05
neg,instinctively,1,2.96972954673e-06
neg,fare,38,0.000112849722776
neg,farm,14,4.15762136542e-05
neg,outdid,1,2.96972954673e-06
neg,restrict,1,2.96972954673e-06
neg,ronald,2,5.93945909346e-06
neg,fart,14,4.15762136542e-05
neg,fouled,1,2.96972954673e-06
neg,sledgehammers,1,2.96972954673e-06
neg,introduced,50,0.000148486477337
neg,scoop,3,8.90918864019e-06
neg,encyclopedia,1,2.96972954673e-06
neg,desensitized,1,2.96972954673e-06
neg,favourites,1,2.96972954673e-06
neg,sigmoid,1,2.96972954673e-06
neg,woodenly,4,1.18789181869e-05
neg,gunman,5,1.48486477337e-05
neg,costume,31,9.20616159486e-05
neg,referencing,2,5.93945909346e-06
neg,appelation,1,2.96972954673e-06
neg,gymnasts,1,2.96972954673e-06
neg,frontal,7,2.07881068271e-05
neg,stout,3,8.90918864019e-06
neg,eckhart,2,5.93945909346e-06
neg,yugo,3,8.90918864019e-06
neg,kilometres,1,2.96972954673e-06
neg,university,20,5.93945909346e-05
neg,slide,4,1.18789181869e-05
neg,prevailing,1,2.96972954673e-06
neg,indulgently,1,2.96972954673e-06
neg,constitute,1,2.96972954673e-06
neg,supermodel,10,2.96972954673e-05
neg,investigative,3,8.90918864019e-06
neg,separating,2,5.93945909346e-06
neg,transitions,4,1.18789181869e-05
neg,special,283,0.000840433461725
neg,butch,2,5.93945909346e-06
neg,kilrathi,5,1.48486477337e-05
neg,braxton,3,8.90918864019e-06
neg,mcmahon,4,1.18789181869e-05
neg,entertainment,85,0.000252427011472
neg,armor,4,1.18789181869e-05
neg,treville,1,2.96972954673e-06
neg,obsessive,7,2.07881068271e-05
neg,delegates,1,2.96972954673e-06
neg,darkly,3,8.90918864019e-06
neg,jill,19,5.64248613879e-05
neg,amato,4,1.18789181869e-05
neg,improvisational,2,5.93945909346e-06
neg,sneer,2,5.93945909346e-06
neg,timex,1,2.96972954673e-06
neg,laxative,2,5.93945909346e-06
neg,timer,7,2.07881068271e-05
neg,times,247,0.000733523198042
neg,confrontations,5,1.48486477337e-05
neg,projectile,1,2.96972954673e-06
neg,timed,7,2.07881068271e-05
neg,outrunning,1,2.96972954673e-06
neg,maddened,1,2.96972954673e-06
neg,hendren,1,2.96972954673e-06
neg,crams,1,2.96972954673e-06
neg,confuse,5,1.48486477337e-05
neg,extemely,2,5.93945909346e-06
neg,bitch,15,4.4545943201e-05
neg,tinkering,3,8.90918864019e-06
neg,backtrack,1,2.96972954673e-06
neg,wrapper,2,5.93945909346e-06
neg,lifetimes,1,2.96972954673e-06
neg,wrapped,17,5.04854022944e-05
neg,harmon,7,2.07881068271e-05
neg,nastiest,1,2.96972954673e-06
neg,stuntwork,1,2.96972954673e-06
neg,outboard,1,2.96972954673e-06
neg,wazoo,1,2.96972954673e-06
neg,innovate,1,2.96972954673e-06
neg,chemicals,5,1.48486477337e-05
neg,subgenre,2,5.93945909346e-06
neg,newlywed,1,2.96972954673e-06
neg,catered,1,2.96972954673e-06
neg,characterizations,11,3.2667025014e-05
neg,thrashing,2,5.93945909346e-06
neg,sidetracked,4,1.18789181869e-05
neg,submitted,1,2.96972954673e-06
neg,succinctly,2,5.93945909346e-06
neg,caterer,1,2.96972954673e-06
neg,amidala,3,8.90918864019e-06
neg,trashiest,1,2.96972954673e-06
neg,julian,13,3.86064841075e-05
neg,horrors,6,1.78183772804e-05
neg,enforcer,3,8.90918864019e-06
neg,earful,1,2.96972954673e-06
neg,bastard,13,3.86064841075e-05
neg,psychodramas,1,2.96972954673e-06
neg,inhabiting,1,2.96972954673e-06
neg,bladed,3,8.90918864019e-06
neg,pushups,1,2.96972954673e-06
neg,battles,13,3.86064841075e-05
neg,bloodbath,3,8.90918864019e-06
neg,jaunt,1,2.96972954673e-06
neg,battled,1,2.96972954673e-06
neg,blades,4,1.18789181869e-05
neg,venereal,1,2.96972954673e-06
neg,vengeance,13,3.86064841075e-05
neg,intrinsic,2,5.93945909346e-06
neg,jurek,1,2.96972954673e-06
neg,misadvertised,1,2.96972954673e-06
neg,urn,1,2.96972954673e-06
neg,indy,7,2.07881068271e-05
neg,overhearing,3,8.90918864019e-06
neg,astonishing,9,2.67275659206e-05
neg,redheads,1,2.96972954673e-06
neg,telepathically,2,5.93945909346e-06
neg,halting,1,2.96972954673e-06
neg,diametric,1,2.96972954673e-06
neg,underdevelopment,1,2.96972954673e-06
neg,unfinished,3,8.90918864019e-06
neg,sheriff,29,8.61221568552e-05
neg,cicely,2,5.93945909346e-06
neg,nitrous,2,5.93945909346e-06
neg,brighten,2,5.93945909346e-06
neg,hector,6,1.78183772804e-05
neg,cameos,24,7.12735091215e-05
neg,inherited,2,5.93945909346e-06
neg,achieve,16,4.75156727477e-05
neg,kops,1,2.96972954673e-06
neg,tobacco,10,2.96972954673e-05
neg,coaxes,1,2.96972954673e-06
neg,yearn,4,1.18789181869e-05
neg,tuned,5,1.48486477337e-05
neg,artagnon,1,2.96972954673e-06
neg,tunes,10,2.96972954673e-05
neg,widow,8,2.37578363738e-05
neg,canine,2,5.93945909346e-06
neg,operates,2,5.93945909346e-06
neg,officials,4,1.18789181869e-05
neg,mironoff,1,2.96972954673e-06
neg,nightmare,28,8.31524273084e-05
neg,tend,17,5.04854022944e-05
neg,graceful,6,1.78183772804e-05
neg,tyra,1,2.96972954673e-06
neg,hummana,3,8.90918864019e-06
neg,tens,3,8.90918864019e-06
neg,antler,1,2.96972954673e-06
neg,tent,1,2.96972954673e-06
neg,ken,14,4.15762136542e-05
neg,kel,2,5.93945909346e-06
neg,joanou,2,5.93945909346e-06
neg,keg,2,5.93945909346e-06
neg,supernova,11,3.2667025014e-05
neg,ked,1,2.96972954673e-06
neg,avid,5,1.48486477337e-05
neg,interfere,3,8.90918864019e-06
neg,kicking,17,5.04854022944e-05
neg,merry,6,1.78183772804e-05
neg,thade,4,1.18789181869e-05
neg,ker,1,2.96972954673e-06
neg,hits,32,9.50313454954e-05
neg,inundate,1,2.96972954673e-06
neg,sniff,5,1.48486477337e-05
neg,limits,10,2.96972954673e-05
neg,monstrously,3,8.90918864019e-06
neg,strains,5,1.48486477337e-05
neg,revitalized,1,2.96972954673e-06
neg,bellboy,3,8.90918864019e-06
neg,estimation,1,2.96972954673e-06
neg,subtitle,1,2.96972954673e-06
neg,tuesday,3,8.90918864019e-06
neg,paranormal,3,8.90918864019e-06
neg,erased,2,5.93945909346e-06
neg,cent,2,5.93945909346e-06
neg,outlaws,7,2.07881068271e-05
neg,immense,4,1.18789181869e-05
neg,eraser,7,2.07881068271e-05
neg,troopers,37,0.000109879993229
neg,heigl,2,5.93945909346e-06
neg,shoulders,14,4.15762136542e-05
neg,controlled,16,4.75156727477e-05
neg,retrospective,1,2.96972954673e-06
neg,guerrillas,1,2.96972954673e-06
neg,unamusing,3,8.90918864019e-06
neg,smoking,27,8.01826977617e-05
neg,flatulating,2,5.93945909346e-06
neg,adulterer,1,2.96972954673e-06
neg,examines,3,8.90918864019e-06
neg,examiner,1,2.96972954673e-06
neg,evelyn,3,8.90918864019e-06
neg,surface,34,0.000100970804589
neg,simone,1,2.96972954673e-06
neg,examined,4,1.18789181869e-05
neg,hearted,33,9.80010750421e-05
neg,goodfellas,3,8.90918864019e-06
neg,identities,4,1.18789181869e-05
neg,autism,3,8.90918864019e-06
neg,parts,103,0.000305882143313
neg,speaker,3,8.90918864019e-06
neg,northwest,4,1.18789181869e-05
neg,party,92,0.000273215118299
neg,http,3,8.90918864019e-06
neg,impeccably,2,5.93945909346e-06
neg,abounds,1,2.96972954673e-06
neg,impeccable,4,1.18789181869e-05
neg,steals,17,5.04854022944e-05
neg,destruction,20,5.93945909346e-05
neg,rift,1,2.96972954673e-06
neg,scarcely,4,1.18789181869e-05
neg,ashley,24,7.12735091215e-05
neg,rife,3,8.90918864019e-06
neg,dharma,1,2.96972954673e-06
neg,insurmountable,2,5.93945909346e-06
neg,riff,2,5.93945909346e-06
neg,montages,2,5.93945909346e-06
neg,drowns,3,8.90918864019e-06
neg,stagelights,1,2.96972954673e-06
neg,warlord,1,2.96972954673e-06
neg,advertiser,1,2.96972954673e-06
neg,discord,1,2.96972954673e-06
neg,increasingly,22,6.53340500281e-05
neg,sofia,1,2.96972954673e-06
neg,weekend,29,8.61221568552e-05
neg,batters,2,5.93945909346e-06
neg,distant,14,4.15762136542e-05
neg,advertised,10,2.96972954673e-05
neg,hess,4,1.18789181869e-05
neg,femme,15,4.4545943201e-05
neg,vcrs,1,2.96972954673e-06
neg,liken,1,2.96972954673e-06
neg,narcolepsy,2,5.93945909346e-06
neg,miramax,12,3.56367545608e-05
neg,morgue,6,1.78183772804e-05
neg,balloons,3,8.90918864019e-06
neg,disappearance,2,5.93945909346e-06
neg,bottoms,1,2.96972954673e-06
neg,intersection,2,5.93945909346e-06
neg,loss,20,5.93945909346e-05
neg,lincoln,5,1.48486477337e-05
neg,necessary,42,0.000124728640963
neg,lost,221,0.000656310229827
neg,fernando,1,2.96972954673e-06
neg,disallows,2,5.93945909346e-06
neg,gangsters,7,2.07881068271e-05
neg,lose,54,0.000160365395523
neg,rote,3,8.90918864019e-06
neg,trucked,1,2.96972954673e-06
neg,revisits,1,2.96972954673e-06
neg,schmaltzfest,1,2.96972954673e-06
neg,library,2,5.93945909346e-06
neg,leers,3,8.90918864019e-06
neg,trucker,1,2.96972954673e-06
neg,home,244,0.000724614009402
neg,leery,2,5.93945909346e-06
neg,pinpoint,2,5.93945909346e-06
neg,overlay,1,2.96972954673e-06
neg,steaming,2,5.93945909346e-06
neg,broad,15,4.4545943201e-05
neg,objected,1,2.96972954673e-06
neg,grinding,3,8.90918864019e-06
neg,cradle,10,2.96972954673e-05
neg,mutation,2,5.93945909346e-06
neg,wendy,6,1.78183772804e-05
neg,sweepstakes,2,5.93945909346e-06
neg,wendt,4,1.18789181869e-05
neg,demonstrated,10,2.96972954673e-05
neg,limitations,4,1.18789181869e-05
neg,reaching,5,1.48486477337e-05
neg,hurls,2,5.93945909346e-06
neg,pulpy,2,5.93945909346e-06
neg,refuge,4,1.18789181869e-05
neg,blythe,5,1.48486477337e-05
neg,nightclub,12,3.56367545608e-05
neg,pistols,2,5.93945909346e-06
neg,previously,30,8.90918864019e-05
neg,dumfounded,1,2.96972954673e-06
neg,draggy,1,2.96972954673e-06
neg,restatement,1,2.96972954673e-06
neg,pointless,75,0.000222729716005
neg,additional,3,8.90918864019e-06
neg,north,14,4.15762136542e-05
neg,unconcious,1,2.96972954673e-06
neg,terrrible,1,2.96972954673e-06
neg,triangular,1,2.96972954673e-06
neg,gait,1,2.96972954673e-06
neg,squirmy,1,2.96972954673e-06
neg,gain,18,5.34551318411e-05
neg,gail,5,1.48486477337e-05
neg,sprinkling,1,2.96972954673e-06
neg,highest,8,2.37578363738e-05
neg,minutely,1,2.96972954673e-06
neg,kahlberg,1,2.96972954673e-06
neg,rumba,1,2.96972954673e-06
neg,suggestively,1,2.96972954673e-06
neg,itis,1,2.96972954673e-06
neg,display,28,8.31524273084e-05
neg,urging,2,5.93945909346e-06
neg,marketplace,7,2.07881068271e-05
neg,universal,21,6.23643204813e-05
neg,linearity,1,2.96972954673e-06
neg,beats,15,4.4545943201e-05
neg,kissed,12,3.56367545608e-05
neg,functions,4,1.18789181869e-05
neg,slaughterhouse,2,5.93945909346e-06
neg,starbuck,1,2.96972954673e-06
neg,presaged,1,2.96972954673e-06
neg,gesserits,1,2.96972954673e-06
neg,finch,4,1.18789181869e-05
neg,blunders,2,5.93945909346e-06
neg,star,317,0.000941404266313
neg,traditionalist,1,2.96972954673e-06
neg,stay,79,0.000234608634192
neg,stag,3,8.90918864019e-06
neg,foil,5,1.48486477337e-05
neg,stab,19,5.64248613879e-05
neg,additionally,7,2.07881068271e-05
neg,stan,4,1.18789181869e-05
neg,phosphorus,1,2.96972954673e-06
neg,shuns,1,2.96972954673e-06
neg,parole,18,5.34551318411e-05
neg,atheist,3,8.90918864019e-06
neg,foreshadowing,6,1.78183772804e-05
neg,indirectly,1,2.96972954673e-06
neg,imax,1,2.96972954673e-06
neg,aided,5,1.48486477337e-05
neg,gester,1,2.96972954673e-06
neg,folklore,2,5.93945909346e-06
neg,whoops,6,1.78183772804e-05
neg,seidler,1,2.96972954673e-06
neg,whoopi,6,1.78183772804e-05
neg,knell,1,2.96972954673e-06
neg,perverted,4,1.18789181869e-05
neg,renfro,1,2.96972954673e-06
neg,schmuck,2,5.93945909346e-06
neg,unfeeling,1,2.96972954673e-06
neg,buddy,51,0.000151456206883
neg,tremors,8,2.37578363738e-05
neg,swan,8,2.37578363738e-05
neg,disability,1,2.96972954673e-06
neg,nanobombs,1,2.96972954673e-06
neg,swat,3,8.90918864019e-06
neg,swap,1,2.96972954673e-06
neg,kidman,6,1.78183772804e-05
